1,9.591304,98268.508168,222644.029153,291686.030965,9.087637,8.704708
2,0.521739,1216.544725,61602.662821,95866.992202,0.594977,0.548369
3,0.008696,12.678654,7880.814199,30332.755167,0.061039,0.059006
4,0.000000,2.583803,19.671920,212.643399,0.006141,0.006177
5,0.000000,0.612861,4.378766,12.833114,0.000449,0.000449
6,0.000000,0.143172,1.294528,2.903592,0.000105,0.000016
7,0.000000,0.038929,0.384452,0.552865,0.000000,0.000000
8,0.000000,0.010292,0.113942,0.291895,0.000000,0.000000
9,0.000000,0.003448,0.036230,0.093296,0.000000,0.000000
10,0.000000,0.000396,0.012834,0.029486,0.000000,0.000000
