1,0.000000,0.000000,0.000000,0.299525,0.000000,0.000000
1,0.000000,0.432814,0.000000,0.099842,0.000000,0.000000
1,0.000000,0.288543,0.000000,0.085579,0.000000,0.000000
1,0.000000,0.216407,0.000000,0.198201,0.000000,0.000000
1,0.000000,0.173126,0.000000,0.299270,0.000000,0.000000
1,0.000000,0.144271,0.000000,0.236266,0.720154,2.720366
1,0.000000,0.123661,0.000000,0.224453,0.741783,2.519756
1,0.000000,0.108203,0.000000,0.195176,0.609791,2.859360
1,0.000000,0.101839,0.000000,0.195176,0.583278,3.040697
1,0.000000,0.096181,0.160563,0.179562,0.496866,2.407218
1,0.000000,0.075272,0.151021,0.236745,1.042225,1.925775
1,0.000000,0.069250,0.174048,0.220962,3.030979,1.805414
1,0.000000,0.066587,0.166481,0.207152,2.592187,1.604812
1,0.000000,0.066587,0.166481,0.207152,2.592187,1.561439
1,0.000000,0.057709,0.159544,0.194966,2.468750,1.444331
1,0.000000,0.057709,0.141817,0.251026,2.314410,1.409103
1,0.000000,0.050919,0.268382,0.384169,2.160072,1.343564
1,0.000000,0.049464,0.236808,0.692005,2.362609,1.465623
1,0.000000,0.102895,0.230042,0.638774,2.273384,2.613034
1,0.000000,0.821174,0.211880,0.637817,2.228896,3.395629
1,0.000000,0.798362,0.201286,0.626597,2.401274,4.108813
1,0.000000,0.762072,0.196377,0.616153,2.473722,3.839647
1,0.000000,0.745137,0.187243,0.577644,2.426630,3.510534
1,0.000000,0.698566,0.178921,0.629941,2.421948,3.461090
1,0.000000,0.670624,0.171308,0.602552,2.307055,3.441804
1,0.000000,0.657474,0.164315,0.593944,2.281827,3.350022
1,0.000000,0.644830,0.165752,0.577446,2.371446,3.350022
1,0.000000,0.632664,0.157076,0.561839,2.469567,3.244522
1,0.000000,0.632664,0.149089,0.539949,2.391581,3.165388
1,0.000000,0.632664,0.144201,0.507955,2.391581,3.061318
1,0.000000,0.632664,0.139623,0.484330,2.318369,2.949253
1,0.000000,0.609658,0.133276,0.473322,2.212330,3.037544
1,0.000000,0.558853,0.131287,0.457718,2.393256,3.244624
1,0.000000,0.540826,0.206212,0.447875,2.909403,3.921977
1,0.000000,0.532241,0.222401,0.438446,3.167883,4.294882
1,0.000000,0.508048,0.210848,0.438446,3.660094,4.143276
1,0.000000,0.508048,0.208145,0.433879,3.696705,4.027109
1,0.000000,0.500465,0.208145,0.433879,3.607269,4.027109
1,0.000000,0.500465,0.208145,0.433879,3.550011,3.989821
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,25.463259,0.000000,0.000000,0.000000,0.000000
2,0.000000,29.594904,0.000000,0.000000,0.000000,0.000000
2,0.000000,15.345302,0.000000,0.000000,0.620664,0.000000
2,0.000000,12.673371,0.000000,0.000000,0.482739,0.000000
2,0.000000,12.030495,0.896588,0.021965,0.334204,0.000000
2,0.000000,9.600351,0.593551,0.019380,0.699718,0.000000
2,0.000000,8.470898,0.593551,0.018304,1.387141,0.050624
2,0.000000,7.579225,0.502236,0.017340,1.441279,0.040981
2,0.000000,7.200263,0.435271,0.016473,1.341881,0.037418
2,0.000000,7.200263,0.384063,0.210497,1.179228,0.035858
2,0.000000,7.200263,0.343635,0.210497,1.144545,0.034424
2,0.000000,6.857394,0.310908,0.187109,1.080959,0.030736
2,0.000000,6.545694,0.261163,0.174205,0.926537,0.028687
2,0.000000,6.000220,0.241817,0.168398,0.864767,0.027761
2,0.000000,6.000220,0.225140,0.157873,0.810720,0.026894
2,0.000000,5.760211,0.200831,0.154111,0.773322,0.025312
2,0.000000,5.760211,0.189355,0.149830,0.730360,0.022067
2,0.000000,5.538664,0.184095,0.145781,0.717081,0.022067
2,0.000000,5.143045,0.184455,0.141945,1.091565,0.020491
2,0.000000,4.965699,0.167686,0.134847,2.271674,0.020491
2,0.000000,4.965699,0.160396,0.125439,3.370150,0.018709
2,0.000000,4.500165,0.160396,0.149223,3.576367,0.016875
2,0.000000,4.500165,0.147564,0.143254,3.328008,0.016238
2,0.000000,4.363796,0.147564,0.137744,3.282419,0.015937
2,0.000000,4.114436,0.144670,0.171777,3.152850,0.070679
2,0.000000,4.000146,0.141888,0.165954,3.033121,0.338205
2,0.000000,3.692443,0.217333,0.160513,3.311971,0.317067
2,0.000000,3.692443,0.206282,0.150635,3.996325,0.298416
2,0.000000,3.600132,0.202844,0.141902,4.354949,0.330752
2,0.000000,3.600132,0.210981,0.142885,5.024602,0.748168
2,0.000000,3.512324,0.227219,0.141005,5.722861,0.710759
2,0.000000,3.428697,0.220727,0.135651,5.821447,0.693424
2,0.000000,3.348960,0.217618,0.135651,6.096584,0.668950
2,0.000000,3.348960,0.217618,0.133955,5.915498,0.661172
2,0.000000,3.200117,0.236816,0.129113,5.972118,0.646145
2,0.000000,3.200117,0.233700,0.127576,5.998149,0.631786
2,0.000000,3.130549,0.233700,0.127576,5.941563,0.624843
