1,0.000000,0.000000,0.493106,0.000000,0.208145,0.000000,0.433879,0.000000,3.522058,0.000000,3.989821,0.000000
2,0.000000,0.000000,1.811827,16.755950,0.220922,0.162358,0.280727,1.945971,4.623782,13.998732,2.303936,21.421196
3,0.000000,0.000000,1.207885,4.181378,0.184819,0.158552,0.890179,2.649713,4.011261,3.799466,2.213141,4.206151
4,0.002138,0.006805,1.072292,2.229068,0.202840,0.100824,0.734132,1.472119,3.458245,2.654467,2.370714,2.256290
5,0.001711,0.004749,2.296130,3.716849,0.170974,0.111668,0.847037,1.043045,3.443056,1.794325,2.926430,2.169205
6,0.002230,0.003830,1.913442,2.977006,0.390665,0.571008,0.762122,0.818153,3.179272,1.516474,3.286564,1.883094
7,0.001911,0.003179,1.644893,2.483495,0.433021,0.470919,0.701346,0.674790,2.967260,1.325713,2.927938,1.750740
8,0.001672,0.002719,2.397077,2.735589,0.524232,0.449269,0.725180,0.567538,3.006616,1.113387,2.822598,1.486220
9,0.002467,0.002972,2.262914,2.373009,0.559656,0.394936,0.694870,0.493092,3.649498,1.764857,3.433010,1.901379
10,0.002221,0.002666,2.051931,2.136128,0.620944,0.373231,0.673874,0.435248,3.593398,1.553713,3.415736,1.668766
11,0.002019,0.002418,1.865392,1.948001,0.601947,0.335206,0.622300,0.404445,3.353014,1.484261,3.264819,1.524310
12,0.001850,0.002212,1.741152,1.777759,0.658030,0.326503,0.618179,0.364819,3.415797,1.345541,3.176899,1.388095
13,0.001708,0.002038,1.609273,1.644130,0.633040,0.302258,0.618351,0.332205,3.325595,1.240911,3.102492,1.274353
14,0.001586,0.001889,1.511641,1.523950,0.665897,0.286404,0.598956,0.307823,3.415921,1.155728,3.224055,1.198950
15,0.001480,0.001760,1.476508,1.410502,0.708661,0.280144,0.603642,0.284678,3.332130,1.083176,3.022601,1.189370
16,0.002776,0.003210,1.424994,1.315788,0.675920,0.269610,0.604556,0.264643,3.471613,1.049891,3.664606,1.759247
17,0.002613,0.003019,1.341171,1.242051,0.648330,0.258584,0.573937,0.255621,3.348201,1.015152,3.532193,1.667373
18,0.002468,0.002850,1.286745,1.171086,0.640026,0.243267,0.571718,0.239901,3.382461,0.955277,3.410498,1.585460
19,0.002338,0.002698,1.252545,1.105405,0.636497,0.229257,0.559397,0.227445,3.496503,0.931146,3.550685,1.522139
20,0.002221,0.002562,1.194818,1.051700,0.639113,0.216744,0.554873,0.215170,3.461972,0.883005,3.607688,1.443538
21,0.004360,0.005080,1.384966,1.072994,0.610487,0.213970,0.547128,0.204616,3.579503,0.872236,3.607467,1.368447
22,0.004162,0.004847,1.322013,1.028314,0.674497,0.243080,0.539132,0.195209,3.810613,0.958343,3.691274,1.312415
23,0.003981,0.004634,1.612538,1.150294,0.651421,0.236522,0.540129,0.186026,3.826067,0.913763,4.083674,1.492058
24,0.003815,0.004439,1.545948,1.107157,0.627774,0.231120,0.542450,0.177723,3.706407,0.907090,3.976236,1.442173
25,0.003663,0.004259,1.495217,1.064665,0.605458,0.225917,0.527055,0.173016,3.692734,0.868507,3.877207,1.395154
26,0.003522,0.004094,1.500304,1.020790,0.587168,0.219847,0.534723,0.166628,3.651882,0.836912,3.765038,1.357391
27,0.003996,0.004051,1.466222,0.982844,0.570540,0.213884,0.561033,0.168916,3.590088,0.813726,3.820208,1.308531
28,0.004023,0.003897,1.474290,0.945533,0.563467,0.206244,0.580632,0.167382,3.574636,0.783357,3.803131,1.259151
29,0.004353,0.003814,1.423452,0.916757,0.553901,0.199637,0.786097,0.450703,3.496090,0.771562,3.859494,1.218411
30,0.004208,0.003691,1.377358,0.889309,0.538114,0.195257,0.776084,0.435227,3.389517,0.775505,3.767099,1.190366
31,0.004072,0.003576,1.334744,0.863297,0.532374,0.188944,0.755910,0.422359,3.406692,0.749808,3.704605,1.156725
32,0.004142,0.003460,1.378672,0.839549,0.547710,0.185355,0.746906,0.408807,3.578491,0.805247,3.756543,1.123486
33,0.004016,0.003359,1.362479,0.813350,0.542871,0.179694,0.732470,0.396815,3.526225,0.786714,3.769830,1.087868
34,0.003898,0.003264,1.335981,0.789970,0.530727,0.175866,0.721647,0.385140,3.625148,0.788438,4.060789,1.208973
35,0.004931,0.003798,1.317140,0.767168,0.524917,0.170985,0.711319,0.374146,3.608981,0.765431,4.271027,1.248026
36,0.004794,0.003698,1.280553,0.748464,0.511710,0.168144,0.702032,0.363712,3.569704,0.747349,4.213837,1.217138
37,0.004720,0.003596,1.371544,0.750281,0.501474,0.164688,0.689701,0.354278,3.576391,0.726276,4.143375,1.191214
38,0.004605,0.003504,1.349398,0.730963,0.491538,0.161405,0.681420,0.344914,3.545114,0.709079,4.132383,1.158569
39,0.004910,0.003466,1.346457,0.711367,0.511935,0.162409,0.672427,0.336149,3.641094,0.716879,4.113383,1.128126
40,0.004788,0.003385,1.430278,0.713216,0.542324,0.169688,0.663579,0.327850,3.607636,0.701412,4.105175,1.098761
41,0.004749,0.003299,1.408435,0.696448,0.532512,0.166550,0.658733,0.319649,3.854441,0.846195,4.397304,1.222759
42,0.004636,0.003225,1.374901,0.682516,0.541723,0.163475,0.649356,0.312283,3.835969,0.826018,4.309812,1.205406
43,0.004862,0.003180,1.343569,0.668968,0.540952,0.159520,0.643189,0.304968,3.809216,0.807803,4.263552,1.179888
44,0.004752,0.003113,1.317608,0.655232,0.533435,0.156481,0.648786,0.297965,3.778384,0.791134,4.199538,1.159178
45,0.004841,0.003046,1.336626,0.641232,0.548337,0.155786,0.654114,0.291275,3.715946,0.783023,4.362695,1.179157
46,0.004736,0.002985,1.344718,0.626956,0.543312,0.152603,0.648168,0.284946,3.665444,0.772061,4.300432,1.159317
47,0.004635,0.002926,1.321964,0.614812,0.545545,0.149299,0.648560,0.278651,3.716712,0.762022,4.302295,1.133709
48,0.004538,0.002869,1.310704,0.601948,0.545820,0.146072,0.640331,0.273130,3.685124,0.748253,4.296347,1.109266
49,0.004446,0.002815,1.293788,0.590192,0.545765,0.142982,0.635960,0.267495,3.744708,0.742154,4.341919,1.089654
50,0.004357,0.002762,1.288514,0.578060,0.536540,0.141241,0.628646,0.262364,3.741092,0.726813,4.462851,1.094400
51,0.004787,0.002841,1.268143,0.567802,0.536011,0.138378,0.625306,0.257126,3.734054,0.712199,4.450290,1.072481
52,0.004695,0.002790,1.380306,0.600336,0.543071,0.136363,0.622176,0.252089,3.676348,0.707578,4.441663,1.051286
53,0.004606,0.002742,1.358988,0.590178,0.549155,0.134259,0.628065,0.247453,3.655558,0.695028,4.546320,1.051955
54,0.004521,0.002695,1.334332,0.580994,0.546432,0.131804,0.617789,0.243592,3.655884,0.681730,4.474994,1.041698
55,0.004438,0.002649,1.311147,0.571978,0.545575,0.129341,0.611728,0.239328,3.614419,0.674077,4.481669,1.022228
56,0.004359,0.002605,1.287734,0.563395,0.542884,0.127072,0.617077,0.235162,3.574977,0.666360,4.469047,1.003709
57,0.004283,0.002563,1.266060,0.554902,0.535949,0.125543,0.619790,0.230970,3.533805,0.659480,4.454682,0.985967
58,0.004209,0.002521,1.344385,0.567158,0.533190,0.123436,0.611911,0.227414,3.488201,0.654164,4.443748,0.968691
59,0.004304,0.002485,1.329630,0.558036,0.529914,0.121457,0.608282,0.223560,3.450939,0.647054,4.385975,0.958775
60,0.004868,0.002690,1.316066,0.549130,0.526278,0.119594,0.598979,0.220511,3.432057,0.637071,4.348137,0.945357
61,0.005393,0.002846,1.301575,0.540642,0.519824,0.118283,0.597853,0.216802,3.416689,0.627075,4.303359,0.933712
62,0.005306,0.002804,1.280582,0.533326,0.517239,0.116435,0.606874,0.213966,3.476472,0.628150,4.328565,0.919602
63,0.005222,0.002763,1.260255,0.526192,0.519455,0.114620,0.598772,0.211096,3.460631,0.618709,4.285254,0.908726
64,0.005293,0.002723,1.240564,0.519235,0.512687,0.113588,0.596115,0.207774,3.430931,0.611659,4.224833,0.902247
